datetime,quantity,temp,feels_like,pressure,humidity,wind_speed,wind_deg,rain,snow,clouds,is_public_holiday,is_school_holiday,is_holiday_period
2019-08-21 10:00:00,10273,19.55,19.04,1030,56,1,150,0,0,98,0,1,1
2019-08-21 11:00:00,10102,20.42,18.89,1029,49,2,90,0,0,100,0,1,1
2019-08-21 12:00:00,10035,21.32,20.46,1028,46,1,190,0,0,97,0,1,1
2019-08-21 13:00:00,10001,21.81,20.11,1027,43,2,80,0,0,94,0,1,1
2019-08-21 14:00:00,9835,22.44,21.58,1028,43,1,270,0,0,87,0,1,1
2019-08-21 15:00:00,9959,22.6,21.33,1027,38,1,170,0,0,68,0,1,1
2019-08-21 16:00:00,10197,22.48,21.18,1026,38,1,170,0,0,32,0,1,1
2019-08-21 17:00:00,9978,22.12,20.4,1026,42,2,110,0,0,4,0,1,1
2019-08-21 18:00:00,9835,21.2,20.31,1026,46,1,100,0,0,0,0,1,1
2019-08-21 19:00:00,9872,18.7,17.83,1027,54,1,80,0,0,0,0,1,1
2019-08-21 20:00:00,9708,16.66,15.33,1028,54,1,80,0,0,0,0,1,1
2019-08-21 21:00:00,9291,15.02,13.67,1027,72,2,90,0,0,0,0,1,1
2019-08-21 22:00:00,8662,14.06,12.47,1027,72,2,90,0,0,0,0,1,1
2019-08-21 23:00:00,8238,13.06,11.57,1027,79,2,100,0,0,0,0,1,1
2019-08-22 00:00:00,8090,12.27,11.76,1027,89,1,100,0,0,0,0,1,1
2019-08-22 01:00:00,7910,11.86,11.23,1027,89,1,100,0,0,0,0,1,1
2019-08-22 02:00:00,7974,11.33,10.35,1025,100,2,150,0,0,0,0,1,1
2019-08-22 03:00:00,8201,10.74,9.59,1026,100,2,150,0,0,22,0,1,1
2019-08-22 04:00:00,8751,10.45,9.22,1026,100,2,150,0,0,94,0,1,1
2019-08-22 05:00:00,9397,10,8.65,1026,100,2,170,0,0,64,0,1,1
2019-08-22 06:00:00,9982,11.76,11.61,1027,100,1,230,0,0,2,0,1,1
2019-08-22 07:00:00,10270,15.35,16.39,1027,100,1,230,0,0,1,0,1,1
2019-08-22 08:00:00,10475,18.2,17.55,1027,69,2,230,0,0,7,0,1,1
2019-08-22 09:00:00,10444,19.95,19.47,1027,55,1,250,0,0,31,0,1,1
2019-08-22 10:00:00,10230,21.6,20.53,1028,51,2,240,0,0,55,0,1,1
2019-08-22 11:00:00,10167,22.63,20.51,1026,44,3,230,0,0,28,0,1,1
2019-08-22 12:00:00,10017,23.3,21.76,1025,41,2,230,0,0,17,0,1,1
2019-08-22 13:00:00,10040,24.18,22.95,1025,42,2,200,0,0,3,0,1,1
2019-08-22 14:00:00,9967,24.48,22.92,1025,38,2,230,0,0,0,0,1,1
2019-08-22 15:00:00,10213,24.69,22.38,1025,37,3,240,0,0,0,0,1,1
2019-08-22 16:00:00,10235,24.55,23.11,1025,39,2,230,0,0,0,0,1,1
2019-08-22 17:00:00,10273,24.02,21.75,1026,39,3,290,0,0,0,0,1,1
2019-08-22 18:00:00,9832,22.62,21.01,1025,42,2,270,0,0,0,0,1,1
2019-08-22 19:00:00,10050,20.23,18.81,1026,51,2,310,0,0,0,0,1,1
2019-08-22 20:00:00,9811,18.08,16.91,1026,62,2,350,0,0,0,0,1,1
2019-08-22 21:00:00,9584,16.39,16.35,1027,76,1,350,0,0,0,0,1,1
2019-08-22 22:00:00,8915,15.06,16,1027,100,1,310,0,0,0,0,1,1
2019-08-22 23:00:00,8487,13.81,13.61,1028,100,2,50,0,0,0,0,1,1
2019-08-23 00:00:00,8159,13.2,13.5,1028,100,1,20,0,0,0,0,1,1
2019-08-23 01:00:00,8130,12.41,12.46,1027,100,1,140,0,0,0,0,1,1
2019-08-23 02:00:00,7990,12.11,11.36,1027,100,2,100,0,0,0,0,1,1
2019-08-23 03:00:00,8360,11.44,10.49,1027,100,2,100,0,0,0,0,1,1
2019-08-23 04:00:00,8929,11.1,10.75,1027,100,1,100,0,0,0,0,1,1
2019-08-23 05:00:00,9526,10.93,10.53,1027,100,1,300,0,0,4,0,1,1
2019-08-23 06:00:00,10114,12.07,12.01,1027,100,1,350,0,0,16,0,1,1
2019-08-23 07:00:00,10381,15.71,16.89,1028,100,1,60,0,0,34,0,1,1
2019-08-23 08:00:00,10449,18.78,21.21,1027,100,1,100,0,0,58,0,1,1
2019-08-23 09:00:00,10421,21.03,23.83,1027,100,2,100,0,0,82,0,1,1
2019-08-23 10:00:00,10443,22.79,22.05,1026,51,2,90,0,0,75,0,1,1
2019-08-23 11:00:00,10247,24.2,23.47,1025,47,2,90,0,0,85,0,1,1
2019-08-23 12:00:00,10000,25.32,24.49,1025,43,2,100,0,0,91,0,1,1
2019-08-23 13:00:00,10037,26.11,25.27,1024,41,2,90,0,0,76,0,1,1
2019-08-23 14:00:00,10022,26.52,25.45,1024,38,2,70,0,0,77,0,1,1
2019-08-23 15:00:00,10104,26.73,25.72,1023,38,2,110,0,0,87,0,1,1
2019-08-23 16:00:00,10107,26.5,25.77,1023,41,2,80,0,0,83,0,1,1
2019-08-23 17:00:00,9967,25.93,24.83,1022,39,2,80,0,0,75,0,1,1
2019-08-23 18:00:00,9623,24.71,23.71,1022,43,2,80,0,0,47,0,1,1
2019-08-23 19:00:00,9609,22.19,20.67,1024,52,3,60,0,0,35,0,1,1
2019-08-23 20:00:00,9277,20.36,18.98,1024,60,3,50,0,0,2,0,1,1
2019-08-23 21:00:00,9103,19.35,16.91,1024,59,4,50,0,0,0,0,1,1
2019-08-23 22:00:00,8502,18.56,17.03,1024,65,3,60,0,0,0,0,1,1
2019-08-23 23:00:00,8056,17.45,15.88,1023,69,3,70,0,0,0,0,1,1
2019-08-24 00:00:00,7641,16.86,15.19,1023,70,3,80,0,0,0,0,1,1
2019-08-24 01:00:00,7634,16.01,14.98,1023,73,2,90,0,0,0,0,1,1
2019-08-24 02:00:00,7585,15,15.22,1023,100,2,90,0,0,0,0,1,1
2019-08-24 03:00:00,7581,14.23,14.17,1022,100,2,100,0,0,0,0,1,1
2019-08-24 04:00:00,7697,13.63,13.37,1022,100,2,110,0,0,0,0,1,1
2019-08-24 05:00:00,7810,13.08,12.64,1022,100,2,120,0,0,0,0,1,1
2019-08-24 06:00:00,8152,14.39,14.39,1022,100,2,110,0,0,0,0,1,1
2019-08-24 07:00:00,8496,18.06,18.27,1022,72,1,130,0,0,0,0,1,1
2019-08-24 08:00:00,8873,21.72,20.94,1023,54,2,140,0,0,0,0,1,1
2019-08-24 09:00:00,9048,24.52,22.37,1022,39,3,140,0,0,0,0,1,1
2019-08-24 10:00:00,9002,26.6,25.32,1020,36,2,110,0,0,0,0,1,1
2019-08-24 11:00:00,8817,27.93,26.99,1021,36,2,110,0,0,0,0,1,1
2019-08-24 12:00:00,8593,28.65,27.25,1019,31,2,100,0,0,1,0,1,1
2019-08-24 13:00:00,8588,29.01,27.83,1019,32,2,120,0,0,2,0,1,1
2019-08-24 14:00:00,8581,29.42,28.2,1019,31,2,140,0,0,2,0,1,1
2019-08-24 15:00:00,8665,29.61,28.3,1018,30,2,100,0,0,0,0,1,1
2019-08-24 16:00:00,8783,29.65,28.06,1018,33,3,140,0,0,0,0,1,1
2019-08-24 17:00:00,8818,28.94,28.7,1018,34,1,190,0,0,2,0,1,1
2019-08-24 18:00:00,8801,27.29,27.6,1017,42,1,140,0,0,8,0,1,1
2019-08-24 19:00:00,9062,24.52,24.08,1019,49,2,60,0,0,19,0,1,1
2019-08-24 20:00:00,8776,21.55,21.57,1020,64,2,70,0,0,40,0,1,1
2019-08-24 21:00:00,8539,20.35,20.22,1019,67,2,70,0,0,61,0,1,1
2019-08-24 22:00:00,8058,19.25,18.55,1019,64,2,90,0,0,35,0,1,1
2019-08-24 23:00:00,7663,18.1,17.64,1019,62,1,170,0,0,29,0,1,1
2019-08-25 00:00:00,7522,17.16,16.91,1019,69,1,320,0,0,49,0,1,1
2019-08-25 01:00:00,7410,16.19,15.85,1019,72,1,150,0,0,52,0,1,1
2019-08-25 02:00:00,7259,15.57,16.4,1018,95,1,180,0,0,20,0,1,1
2019-08-25 03:00:00,7249,15.16,15.47,1019,100,1.95,156,0,0,36,0,1,1
2019-08-25 04:00:00,7345,14.93,14.42,1019,100,3,140,0,0,48,0,1,1
2019-08-25 05:00:00,7461,14.72,14.14,1019,100,3,140,0,0,40,0,1,1
2019-08-25 06:00:00,7764,16.02,16.61,1019,100,2,150,0,0,25,0,1,1
2019-08-25 07:00:00,8115,19.45,19.18,1020,69,2,160,0,0,17,0,1,1
2019-08-25 08:00:00,8427,23.19,23.45,1020,53,1,150,0,0,29,0,1,1
2019-08-25 09:00:00,8489,25.81,26.47,1019,49,1,170,0,0,27,0,1,1
2019-08-25 10:00:00,8555,28.05,28.21,1019,39,1,150,0,0,32,0,1,1
2019-08-25 11:00:00,8413,29.36,28.26,1020,32,2,150,0,0,35,0,1,1
2019-08-25 12:00:00,8162,30,29.77,1020,32,1,190,0,0,31,0,1,1
2019-08-25 13:00:00,8163,30.48,29.67,1018,32,2,190,0,0,25,0,1,1
2019-08-25 14:00:00,8059,30.87,29.87,1018,30,2,140,0,0,22,0,1,1
2019-08-25 15:00:00,8398,30.89,30.04,1018,31,2,140,0,0,24,0,1,1
2019-08-25 16:00:00,8687,30.67,28.92,1018,30,3,330,0,0,24,0,1,1
2019-08-25 17:00:00,8850,29.84,28.16,1018,32,3,10,0,0,7,0,1,1
2019-08-25 18:00:00,8859,28.14,26.18,1018,33,3,10,0,0,0,0,1,1
2019-08-25 19:00:00,9220,25.5,23.91,1020,42,3,40,0,0,0,0,1,1
2019-08-25 20:00:00,9142,23.15,22.88,1020,55,2,60,0,0,0,0,1,1
2019-08-25 21:00:00,8747,21.34,21.29,1020,64,2,70,0,0,0,0,1,1
2019-08-25 22:00:00,8180,20.08,19.63,1020,64,2,80,0,0,0,0,1,1
2019-08-25 23:00:00,7850,18.56,17.73,1020,65,2,40,0,0,0,0,1,1
2019-08-26 00:00:00,7544,17.56,16.09,1020,70,3,60,0,0,0,0,1,1
2019-08-26 01:00:00,7672,17.23,17.19,1020,72,1,60,0,0,0,0,1,1
2019-08-26 02:00:00,7620,16.73,16.36,1020,69,1,80,0,0,5,0,1,1
2019-08-26 03:00:00,7900,15.93,14.82,1020,72,2,70,0,0,1,0,1,1
2019-08-26 04:00:00,8717,15.67,14.9,1020,79,2,70,0,0,1,0,1,1
2019-08-26 05:00:00,9405,15.46,15.15,1020,88,2,70,0,0,8,0,1,1
2019-08-26 06:00:00,10140,16.37,17.8,1020,100,1,40,0,0,4,0,1,1
2019-08-26 07:00:00,10724,20.5,23.74,1020,100,1,30,0,0,0,0,1,1
2019-08-26 08:00:00,10842,23.77,24.69,1020,58,1,90,0,0,0,0,1,1
2019-08-26 09:00:00,10937,26.46,27.44,1020,50,1,20,0,0,0,0,1,1
2019-08-26 10:00:00,10926,28.24,28.32,1019,49,3,20,0,0,0,0,1,1
2019-08-26 11:00:00,10850,29.39,29.35,1018,45,3,10,0,0,0,0,1,1
2019-08-26 12:00:00,10713,30.37,30.26,1018,42,3,50,0,0,2,0,1,1
2019-08-26 13:00:00,10801,30.87,31.34,1017,40,2,80,0,0,0,0,1,1
2019-08-26 14:00:00,10722,31.27,32.27,1017,38,1,340,0,0,2,0,1,1
2019-08-26 15:00:00,10793,31.4,31.99,1016,35,1,100,0,0,0,0,1,1
2019-08-26 16:00:00,10903,30.99,30.76,1016,35,2,30,0,0,0,0,1,1
2019-08-26 17:00:00,10678,30.01,31.17,1016,42,1,110,0,0,0,0,1,1
2019-08-26 18:00:00,10328,28.71,29.97,1017,46,1,90,0,0,0,0,1,1
2019-08-26 19:00:00,10373,26.59,27.37,1017,54,2,50,0,0,1,0,1,1
2019-08-26 20:00:00,9950,24.98,25.72,1017,59,2,360,0,0,2,0,1,1
2019-08-26 21:00:00,9627,23.84,24.57,1017,63,2,10,0,0,0,0,1,1
2019-08-26 22:00:00,8959,22.97,22.87,1017,65,3,20,0,0,5,0,1,1
2019-08-26 23:00:00,8546,21.99,22.85,1017,72,2,40,0,0,5,0,1,1
2019-08-27 00:00:00,8405,21.2,24.09,1017,100,2,30,0,0,4,0,1,1
2019-08-27 01:00:00,8242,20.18,22.56,1017,100,2,60,0,0,3,0,1,1
2019-08-27 02:00:00,8269,19.72,21.88,1017,100,2,30,0,0,1,0,1,1
2019-08-27 03:00:00,8574,19.15,21.05,1016,100,2,70,0,0,1,0,1,1
2019-08-27 04:00:00,9225,18.68,20.37,1016,100,2,90,0,0,0,0,1,1
2019-08-27 05:00:00,9852,18.43,20.08,1016,100,1.9,127,0,0,0,0,1,1
2019-08-27 06:00:00,10577,18.94,21.45,1016,100,1,90,0,0,0,0,1,1
2019-08-27 07:00:00,10892,21.84,25.76,1016,100,1,180,0,0,0,0,1,1
2019-08-27 08:00:00,11141,25.02,30.75,1017,100,1,150,0,0,0,0,1,1
2019-08-27 09:00:00,11242,27.6,29.7,1017,56,1,240,0,0,0,0,1,1
2019-08-27 10:00:00,11103,29.8,32.14,1015,51,1,20,0,0,0,0,1,1
2019-08-27 11:00:00,11035,31.04,30.82,1015,35,2,170,0,0,0,0,1,1
2019-08-27 12:00:00,10968,32.1,32.75,1014,34,1,40,0,0,1,0,1,1
2019-08-27 13:00:00,10892,32.77,31.08,1014,27,3,150,0,0,13,0,1,1
2019-08-27 14:00:00,10842,33.18,29.52,1013,23,5,180,0,0,43,0,1,1
2019-08-27 15:00:00,10878,32.8,30.63,1014,24,3,200,0,0,64,0,1,1
2019-08-27 16:00:00,10844,32.25,29.73,1013,27,4,190,0,0,95,0,1,1
2019-08-27 17:00:00,10725,31.27,29.67,1013,30,3,210,0,0,94,0,1,1
2019-08-27 18:00:00,10501,29.11,29.58,1014,39,1,250,0,0,91,0,1,1
2019-08-27 19:00:00,10633,26.47,27.45,1014,50,1,140,0,0,93,0,1,1
2019-08-27 20:00:00,10209,24.34,24.65,1015,50,1,140,0,0,98,0,1,1
2019-08-27 21:00:00,9789,23.08,21.58,1015,57,4,160,0,0,92,0,1,1
2019-08-27 22:00:00,9073,22.93,20.73,1015,50,4,160,0,0,97,0,1,1
2019-08-27 23:00:00,8578,22.57,20,1014,47,4,170,0,0,95,0,1,1
2019-08-28 00:00:00,8024,21.99,20.59,1014,54,3,170,0,0,59,0,1,1
2019-08-28 01:00:00,7967,21.55,20.02,1014,54,3,190,0,0,28,0,1,1
2019-08-28 02:00:00,8110,20.79,20,1014,57,2,190,0,0,5,0,1,1
2019-08-28 03:00:00,8467,20.98,20.24,1014,57,2,220,0,0,44,0,1,1
2019-08-28 04:00:00,8990,20.5,19.4,1014,63,3,240,0,0,86,0,1,1
2019-08-28 05:00:00,9494,20.41,20.38,1013,68,2,250,0,0,97,0,1,1
2019-08-28 06:00:00,10367,20.88,21.09,1015,69,2,240,0,0,97,0,1,1
2019-08-28 07:00:00,10897,21.09,20.59,1015,68,3,220,0,0,24,0,1,1
2019-08-28 08:00:00,10984,21.61,21.54,1015,71,3,220,0,0,98,0,1,1
2019-08-28 09:00:00,11051,23.27,23.37,1016,66,3,230,0,0,98,0,1,1
2019-08-28 10:00:00,11057,25.06,24.82,1016,56,3,220,0,0,98,0,1,1
2019-08-28 11:00:00,10962,26.44,26.36,1016,53,3,230,0,0,100,0,1,1
2019-08-28 12:00:00,10667,27.57,27.17,1016,47,3,210,0,0,99,0,1,1
2019-08-28 13:00:00,10712,28.7,27.78,1015,40,3,240,0,0,99,0,1,1
2019-08-28 14:00:00,10801,28.85,27.14,1014,39,4,210,0,0,99,0,1,1
2019-08-28 15:00:00,10729,28.62,27.36,1014,43,4,210,0,0,98,0,1,1
2019-08-28 16:00:00,10959,27.67,28.07,1015,59,4,250,0.16,0,94,0,1,1
2019-08-28 17:00:00,10400,24.48,29.18,1014,100,2,130,0.31,0,93,0,1,1
2019-08-28 18:00:00,10336,23.61,27.8,1014,100,2,200,0,0,96,0,1,1
2019-08-28 19:00:00,10301,22.72,26.41,1016,100,2,290,3.89,0,99,0,1,1
2019-08-28 20:00:00,9973,21.46,24.48,1017,100,2,330,1.1,0,95,0,1,1
2019-08-28 21:00:00,9549,20.63,23.23,1017,100,2,330,0.76,0,88,0,1,1
2019-08-28 22:00:00,9214,20.26,22.68,1017,100,2,300,1.33,0,85,0,1,1
2019-08-28 23:00:00,8580,19.68,21.13,1018,100,3,280,1.51,0,96,0,1,1
2019-08-29 00:00:00,8382,19.05,21.61,1018,100,1,280,0.62,0,66,0,1,1
2019-08-29 01:00:00,8301,18.2,20.38,1018,100,1,240,0.33,0,41,0,1,1
2019-08-29 02:00:00,8255,17.76,19.75,1018,100,1,210,0,0,22,0,1,1
2019-08-29 03:00:00,8496,17.61,19.54,1018,100,1,210,0,0,75,0,1,1
2019-08-29 04:00:00,9177,17.76,19.75,1018,100,1,240,0,0,40,0,1,1
2019-08-29 05:00:00,9889,17.79,19.8,1019,100,1,200,0,0,17,0,1,1
2019-08-29 06:00:00,10458,18,19.39,1019,100,2,250,0,0,12,0,1,1
2019-08-29 07:00:00,10820,18.67,21.06,1020,100,1,200,0,0,42,0,1,1
2019-08-29 08:00:00,10927,19.43,21.46,1020,100,2,230,0,0,100,0,1,1
2019-08-29 09:00:00,11070,20.25,21.27,1021,100,4,220,0,0,100,0,1,1
2019-08-29 10:00:00,10918,20.27,22,1021,100,3,260,0,0,100,0,1,1
2019-08-29 11:00:00,10698,20.91,22.25,1021,100,4,260,0,0,100,0,1,1
2019-08-29 12:00:00,10622,20.99,22.37,1022,100,4,240,0,0,100,0,1,1
2019-08-29 13:00:00,10546,21.66,24.08,1022,100,3,240,0,0,97,0,1,1
2019-08-29 14:00:00,10292,21.97,23.86,1020,100,4,250,0,0,57,0,1,1
2019-08-29 15:00:00,10259,22.25,20.31,1020,55,4,240,0,0,18,0,1,1
2019-08-29 16:00:00,10323,22.16,20.54,1022,51,3,290,0,0,10,0,1,1
2019-08-29 17:00:00,10268,21.75,19.85,1022,49,3,280,0,0,4,0,1,1
2019-08-29 18:00:00,10129,20.39,19.01,1022,51,2,280,0,0,3,0,1,1
2019-08-29 19:00:00,10188,18.28,16.89,1023,58,2,270,0,0,1,0,1,1
2019-08-29 20:00:00,9810,16.95,16.19,1023,73,2,10,0,0,3,0,1,1
2019-08-29 21:00:00,9462,15.98,15.54,1024,83,2,20,0,0,1,0,1,1
2019-08-29 22:00:00,8849,14.5,15.24,1024,100,1,10,0,0,0,0,1,1
2019-08-29 23:00:00,8465,13.46,13.84,1024,100,1,150,0,0,0,0,1,1
2019-08-30 00:00:00,8224,12.77,12.93,1024,100,1,140,0,0,0,0,1,1
2019-08-30 01:00:00,8159,12.28,12.29,1024,100,1,240,0,0,0,0,1,1
2019-08-30 02:00:00,8130,12.03,11.96,1024,100,1,210,0,0,0,0,1,1
2019-08-30 03:00:00,8305,11.51,11.28,1024,100,1,200,0,0,9,0,1,1
2019-08-30 04:00:00,8843,11.24,10.93,1024,100,1,230,0,0,32,0,1,1
2019-08-30 05:00:00,9460,11.11,10.77,1025,100,1,240,0,0,44,0,1,1
2019-08-30 06:00:00,10195,12.19,12.17,1025,100,1,250,0,0,64,0,1,1
2019-08-30 07:00:00,10254,14.35,14.34,1025,100,2,250,0,0,55,0,1,1
2019-08-30 08:00:00,10624,16.65,17.49,1025,100,2,250,0,0,62,0,1,1
2019-08-30 09:00:00,10709,18.36,19.91,1025,100,2,230,0,0,66,0,1,1
2019-08-30 10:00:00,10682,19.91,18.64,1025,54,2,250,0,0,78,0,1,1
2019-08-30 11:00:00,10480,21.36,19.78,1025,54,3,200,0,0,68,0,1,1
2019-08-30 12:00:00,10387,22.54,21.37,1023,47,2,250,0,0,65,0,1,1
2019-08-30 13:00:00,10317,23.15,21.71,1024,50,3,250,0,0,59,0,1,1
2019-08-30 14:00:00,10168,23.94,22.75,1022,43,2,230,0,0,57,0,1,1
2019-08-30 15:00:00,10232,24.33,22.84,1021,39,2,180,0,0,3,0,1,1
2019-08-30 16:00:00,10199,24.3,22.7,1021,38,2,280,0,0,0,0,1,1
2019-08-30 17:00:00,10022,23.91,22.92,1022,38,1,0,0,0,0,0,1,1
2019-08-30 18:00:00,9789,22.41,20.85,1020,43,2,310,0,0,0,0,1,1
2019-08-30 19:00:00,9906,19.17,18.49,1022,55,1,360,0,0,0,0,1,1
2019-08-30 20:00:00,9569,17.69,16.66,1022,55,1,360,0,0,0,0,1,1
2019-08-30 21:00:00,9221,15.58,15.25,1021,75,1,110,0,0,0,0,1,1
2019-08-30 22:00:00,8673,14.85,14.32,1021,75,1,110,0,0,0,0,1,1
2019-08-30 23:00:00,8303,14.06,13.22,1021,73,1,100,0,0,7,0,1,1
2019-08-31 00:00:00,7985,13.24,11.5,1020,73,2,120,0,0,1,0,1,1
2019-08-31 01:00:00,7689,12.6,11.22,1020,69,1,120,0,0,0,0,1,1
2019-08-31 02:00:00,7619,11.99,10.71,1019,74,1,110,0,0,0,0,1,1
2019-08-31 03:00:00,7577,11.61,10.69,1018,84,1,120,0,0,0,0,1,1
2019-08-31 04:00:00,7768,11.6,10.7,1017,100,2,120,0,0,0,0,1,1
2019-08-31 05:00:00,7968,11.03,9.96,1017,100,2,140,0,0,0,0,1,1
2019-08-31 06:00:00,8364,12.35,11.68,1016,100,2,150,0,0,0,0,1,1
2019-08-31 07:00:00,8821,16.06,14.51,1016,64,2,150,0,0,0,0,1,1
2019-08-31 08:00:00,9286,19.84,18.71,1014,56,2,180,0,0,2,0,1,1
2019-08-31 09:00:00,9296,22.77,20.77,1016,45,3,180,0,0,13,0,1,1
2019-08-31 10:00:00,9334,25.27,23.51,1015,41,3,160,0,0,3,0,1,1
2019-08-31 11:00:00,9189,27.26,26.39,1012,38,2,190,0,0,24,0,1,1
2019-08-31 12:00:00,9125,28.75,28.03,1011,36,2,120,0,0,51,0,1,1
2019-08-31 13:00:00,9000,29.58,27.55,1010,35,4,160,0,0,57,0,1,1
2019-08-31 14:00:00,8995,30.05,28.71,1009,39,4,170,0,0,58,0,1,1
2019-08-31 15:00:00,9179,30.25,28.83,1009,38,4,190,1,0,69,0,1,1
2019-08-31 16:00:00,8914,29.53,28.3,1008,41,4,220,0.34,0,59,0,1,1
2019-08-31 17:00:00,8835,26.23,22.85,1008,43,6,260,0,0,74,0,1,1
2019-08-31 18:00:00,8397,22.93,21.19,1011,55,4,290,0,0,93,0,1,1
2019-08-31 19:00:00,9033,21.28,19.31,1011,58,4,280,0,0,94,0,1,1
2019-08-31 20:00:00,8815,19.42,15.78,1012,52,5,280,0,0,97,0,1,1
2019-08-31 21:00:00,8611,17.8,16.06,1013,65,3,270,0,0,100,0,1,1
2019-08-31 22:00:00,8079,17.2,15.82,1013,73,3,250,0,0,100,0,1,1
2019-08-31 23:00:00,7578,16.78,16.28,1013,89,3,250,0,0,91,0,1,1
2019-09-01 00:00:00,7311,16.25,16.93,1014,100,2,240,0,0,98,0,0,0
2019-09-01 01:00:00,7294,16.35,17.07,1014,100,2,220,0,0,100,0,0,0
2019-09-01 02:00:00,7200,16.23,16.91,1014,100,2,240,0,0,20,0,0,0
2019-09-01 03:00:00,7180,15.8,16.31,1014,100,2,250,0,0,100,0,0,0
2019-09-01 04:00:00,7294,15.46,15.14,1014,100,3,250,0,0,100,0,0,0
2019-09-01 05:00:00,7385,14.92,14.41,1014,100,3,250,0,0,100,0,0,0
2019-09-01 06:00:00,7716,15.07,15.31,1015,100,2,260,0,0,100,0,0,0
2019-09-01 07:00:00,8138,15.75,16.24,1016,100,2,250,0,0,100,0,0,0
2019-09-01 08:00:00,8508,16.82,17.73,1017,100,2,290,0,0,100,0,0,0
2019-09-01 09:00:00,8794,17.7,18.27,1017,100,3,320,0,0,93,0,0,0
2019-09-01 10:00:00,8942,18.22,19.01,1018,100,3,310,0,0,64,0,0,0
2019-09-01 11:00:00,8690,19.02,16.64,1018,61,4,290,0,0,52,0,0,0
2019-09-01 12:00:00,8373,19.77,17.01,1018,44,3,310,0,0,45,0,0,0
2019-09-01 13:00:00,8251,20.23,17.64,1018,45,3,250,0,0,40,0,0,0
2019-09-01 14:00:00,8143,20.45,17.75,1018,43,3,260,0,0,45,0,0,0
2019-09-01 15:00:00,8252,19.97,16.78,1018,47,4,310,0,0,38,0,0,0
2019-09-01 16:00:00,8628,19.58,17.23,1017,50,3,320,0,0,37,0,0,0
2019-09-01 17:00:00,8636,18.89,15.97,1019,54,4,340,0,0,45,0,0,0
2019-09-01 18:00:00,8775,17.63,15.18,1020,55,3,330,0,0,44,0,0,0
2019-09-01 19:00:00,9153,15.88,13.81,1020,56,2,330,0,0,47,0,0,0
2019-09-01 20:00:00,8897,14.37,11.24,1021,55,3,320,0,0,46,0,0,0
2019-09-01 21:00:00,8370,12.73,11.13,1021,64,1,270,0,0,31,0,0,0
2019-09-01 22:00:00,7761,12.1,11.07,1022,79,1,260,0,0,44,0,0,0
2019-09-01 23:00:00,7498,11.87,11.75,1022,100,1,180,0,0,56,0,0,0
2019-09-02 00:00:00,7503,11.21,9.32,1023,80,2,30,0,0,45,0,0,0
2019-09-02 01:00:00,7440,10.87,9.76,1023,100,2,100,0,0,16,0,0,0
2019-09-02 02:00:00,7430,9.73,8.3,1023,100,2,130,0,0,9,0,0,0
2019-09-02 03:00:00,7746,9.65,8.2,1023,100,2,160,0,0,13,0,0,0
2019-09-02 04:00:00,8536,9.51,8.02,1024,100,2,190,0,0,13,0,0,0
2019-09-02 05:00:00,9470,9.18,7.61,1024,100,2,200,0,0,12,0,0,0
2019-09-02 06:00:00,9958,10,9.35,1024,100,1,230,0,0,13,0,0,0
2019-09-02 07:00:00,10210,12.93,13.14,1025,100,1,240,0,0,6,0,0,0
2019-09-02 08:00:00,10437,15.37,15.72,1026,100,2,280,0,0,5,0,0,0
2019-09-02 09:00:00,10570,16.93,17.18,1026,100,3,270,0,0,15,0,0,0
2019-09-02 10:00:00,10317,18.14,18.69,1026,97,3,310,0,0,22,0,0,0
2019-09-02 11:00:00,10372,18.9,19.61,1026,85,2,270,0,0,57,0,0,0
2019-09-02 12:00:00,10327,19.63,20.25,1026,80,2,290,0,0,86,0,0,0
2019-09-02 13:00:00,10175,20.22,19.66,1024,71,3,260,0,0,81,0,0,0
2019-09-02 14:00:00,10023,20.59,18.56,1024,51,3,270,0,0,100,0,0,0
2019-09-02 15:00:00,10142,20.85,17.83,1024,38,3,300,0,0,100,0,0,0
2019-09-02 16:00:00,10315,20.61,18.09,1023,36,2,250,0,0,99,0,0,0
2019-09-02 17:00:00,10134,19.57,16.87,1025,36,2,280,0,0,100,0,0,0
2019-09-02 18:00:00,9987,18.43,15.89,1025,41,2,230,0,0,100,0,0,0
2019-09-02 19:00:00,10021,17.08,15.65,1025,51,1,210,0,0,100,0,0,0
2019-09-02 20:00:00,9554,16.34,15.07,1024,56,1,30,0,0,100,0,0,0
2019-09-02 21:00:00,9287,15.48,13.67,1025,62,2,190,0,0,87,0,0,0
2019-09-02 22:00:00,8734,15.49,14.44,1025,63,1,240,0,0,67,0,0,0
2019-09-02 23:00:00,8267,15.08,13.24,1026,63,2,230,0,0,6,0,0,0
2019-09-03 00:00:00,7817,14.25,12.6,1026,70,2,230,0,0,9,0,0,0
2019-09-03 01:00:00,7728,13.64,13.23,1025,97,2,200,0,0,18,0,0,0
2019-09-03 02:00:00,7711,13.35,12.3,1025,100,3,210,0,0,37,0,0,0
2019-09-03 03:00:00,8065,13.06,11.91,1025,100,3,210,0,0,26,0,0,0
2019-09-03 04:00:00,8684,12.93,11.74,1025,100,3,220,0,0,10,0,0,0
2019-09-03 05:00:00,9794,12.92,11.73,1025,100,3,220,0,0,25,0,0,0
2019-09-03 06:00:00,10276,13.5,12.5,1025,100,3,220,0,0,35,0,0,0
