Datetime,Output,AmbientHumidity,AmbientTemperature,M1_RawMaterial_1,M1_RawMaterial_2,M1_RawMaterial_3,M1_RawMaterial_4,M1_RawMaterialFeeder,M1_Zone1_Temperature,M1_Zone2_Temperature,M1_MotorAmperage,M1_MotorRPM,M1_MaterialPressure,M1_MaterialTemperature,M1_ExitZoneTemperature,M2_RawMaterial_1,M2_RawMaterial_2,M2_RawMaterial_3,M2_RawMaterial_4,M2_RawMaterialFeeder,M2_Zone1_Temperature,M2_Zone2_Temperature,M2_MotorAmperage,M2_MotorRPM,M2_MaterialPressure,M2_MaterialTemperature,M2_ExitZoneTemperature,M3_RawMaterial_1,M3_RawMaterial_2,M3_RawMaterial_3,M3_RawMaterial_4,M3_RawMaterialFeeder,M3_Zone1_Temperature,M3_Zone2_Temperature,M3_MotorAmperage,M3_MotorRPM,M3_MaterialPressure,M3_MaterialTemperature,M3_ExitZoneTemperature,Stage_1_Temperature1,Stage_1_Temperature2,Stage_1_Temperature3
2019-03-06 11:05:55,3.16,16.95,23.86,11.54,200,963,247,1260.32,72.1,72.2,77.49,10.45,425.92,80.9,75,12.59,236,601.11,257,199.22,68.99,69.09,72.81,13.86,228.33,76,59.9,9.02,186,421.16,200,215.49,78,78.2,348.05,13.55,240.19,69.6,65.1,105.8,69.9,80
2019-03-06 11:05:56,3.18,16.95,23.86,11.54,200,963,247,1262.05,72.1,72.1,77.22,10.52,430.5,80.9,75,12.59,236,601.11,257,193.95,68.97,69.06,72.69,13.92,231.57,75.8,59.8,9.02,186,421.16,200,205.39,78,78.2,340.06,13.54,240.01,69.6,65.1,105.4,69.6,80
2019-03-06 11:05:57,3.18,16.95,23.86,11.54,200,963,247,1262.06,72.1,72.1,76.28,10.52,420.24,80.9,75,12.59,236,601.11,257,178.96,68.96,69.07,72.44,13.91,232.37,76,59.8,9.02,186,421.16,200,223.8,78,78.2,335.02,13.65,240.51,69.6,65.1,105.4,69.4,80
2019-03-06 11:05:58,3.16,16.95,23.86,11.54,200,963,247,1265.1,72.1,72.1,76.69,10.48,428.32,80.9,75,12.59,236,601.11,257,188.96,68.97,69.06,72.38,13.91,229.07,75.8,59.7,9.02,186,421.16,200,202.05,78,78.2,338.3,13.69,239.76,69.6,65.1,105.4,69.4,80
2019-03-06 11:05:59,3.16,16.95,23.86,11.54,200,963,247,1259.77,72.1,72,76.01,10.52,422.81,80.9,75,12.59,236,601.11,257,189.61,69.01,69.1,72.81,13.87,227.53,75.8,59.7,9.02,186,421.16,200,201,78,78.1,343.22,13.69,240.53,69.6,65.1,106,69.6,80
2019-03-06 11:06:00,3.18,16.95,23.86,11.54,200,963,247,1257.28,72.1,72,77.49,10.42,426.7,80.9,75,12.59,236,601.11,257,204.84,69,69.08,72.88,13.93,231.05,76,59.7,9.02,186,421.16,200,239.36,78,78.1,343.04,13.75,240.51,69.6,65.1,106,69.3,80
2019-03-06 11:06:01,3.18,16.95,23.86,11.54,200,963,247,1264.99,72.1,72,77.9,10.52,425.06,80.9,75,12.59,236,601.11,257,170.92,68.97,69.09,72.5,13.92,231.75,75.9,59.6,9.02,186,421.16,200,173.59,78,78.1,343.5,13.65,239.84,69.6,65.1,106,69.6,80.1
2019-03-06 11:06:02,3.19,16.95,23.86,11.54,200,963,247,1266.489392,72.1,72.02102384,77.89755485,10.53516895,430.8553902,80.9,75,12.59,236,601.11,257,200.96,68.97,69.09,72.5,13.85,226.68,76,59.6,9.02,186,421.16,200,219.9,78,78.1,337.54,13.62,240.53,69.6,65.1,105.9031946,69.84869511,80.14327714
2019-03-06 11:06:03,3.19,16.95,23.86,11.54,200,963,247,1261.4,72.1,72,77.36,10.52,433.95,80.9,75,12.59,236,601.11,257,215.61,68.97,69.03,72.75,13.85,225.02,75.9,59.6,9.02,186,421.16,200,215.95,78,78,334.62,13.67,240.34,69.6,65.1,105.8,69.8,80.1
2019-03-06 11:06:04,3.18,16.95,23.86,11.54,200,963,247,1257.63,72.1,71.9,76.28,10.55,424.4,80.9,75,12.59,236,601.11,257,223.58,69.02,69.09,73.06,13.95,230.28,75.9,59.6,9.02,186,421.16,200,201.37,78,78,338.03,13.76,240.51,69.6,65.1,105.8,69.6,80
2019-03-06 11:06:05,3.18,16.95,23.86,11.54,200,963,247,1276.91,72.1,71.9,76.42,10.45,420.55,80.9,75,12.59,236,601.11,257,207.22,68.97,69.05,72.88,13.92,231.75,76,59.6,9.02,186,421.16,200,214.2,78,78,333.71,13.87,240.51,69.6,65.1,105.8,70.2,80
2019-03-06 11:06:06,3.18,16.95,23.86,11.54,200,963,247,1269.49,72.1,71.9,76.69,10.48,425.18,80.9,75,12.59,236,601.11,257,199.06,69,68.88,72.38,13.9,226.53,75.9,59.7,9.02,186,421.16,200,205.96,78,78,349.97,13.82,239.86,69.6,65.1,105.9,69.4,80
2019-03-06 11:06:07,3.18,16.95,23.86,11.54,200,963,247,1262.33,72.1,71.9,78.17,10.42,426.71,80.9,75,12.59,236,601.11,257,204.19,68.99,69.08,72.63,13.92,225.58,76,59.7,9.02,186,421.16,200,214.08,78,78,345.54,13.83,240.52,69.6,65.1,105.9,70,80
2019-03-06 11:06:08,3.18,16.95,23.86,11.54,200,963,247,1261.58,72.1,71.8,78.3,10.52,426.68,80.9,75,12.59,236,601.11,257,212.02,68.95,69.06,72.75,13.91,229.28,76,59.8,9.02,186,421.16,200,203.1,78,77.9,346.77,13.62,240.5,69.6,65.1,105.9,69.5,80
2019-03-06 11:06:09,3.18,16.95,23.86,11.54,200,963,247,1257.72,72.1,71.8,76.96,10.55,425.79,80.9,75,12.59,236,601.11,257,208.54,68.97,69.05,73,13.87,231.43,75.9,59.9,9.02,186,421.16,200,208.58,78,77.9,348.29,13.63,240.52,69.6,65.1,105.8,69.5,80
2019-03-06 11:06:10,3.18,16.95,23.86,11.54,200,963,247,1272.73,72.1,71.8,76.96,10.48,429.83,80.9,75,12.59,236,601.11,257,209.3,68.98,69.09,72.56,13.92,231.45,75.9,59.9,9.02,186,421.16,200,200.42,78,77.9,328.34,13.69,240.51,69.6,65.1,105.8,70.1,80.1
2019-03-06 11:06:11,3.18,16.95,23.86,11.54,200,963,247,1272.03,72.1,71.8,76.69,10.48,420.52,80.9,75,12.59,236,601.11,257,167.28,68.97,69.08,72.69,13.86,229.28,76,60,9.02,186,421.16,200,219.32,78,77.9,337.01,13.72,239.95,69.6,65.1,105.8,69.5,80.1
2019-03-06 11:06:12,3.18,16.95,23.86,11.54,200,963,247,1272.07,72.1,71.7,77.63,10.48,426.73,80.9,75,12.59,236,601.11,257,211.02,68.98,69.04,72.94,13.9,228.15,75.9,60.1,9.02,186,421.16,200,205.67,78,77.9,342.36,13.67,240.52,69.6,65.1,105.9,70.3,80
2019-03-06 11:06:13,3.18,16.95,23.86,11.54,200,963,247,1284.61,72.1,71.7,78.57,10.48,426.73,80.9,75,12.59,236,601.11,257,204.38,68.99,69.08,72.75,13.94,231.45,76.1,60.1,9.02,186,421.16,200,210.31,78,77.9,345.92,13.5,240.5,69.6,65.1,105.9,70.1,80.1
2019-03-06 11:06:14,3.18,16.95,23.86,11.54,200,963,247,1258.24,72.1,71.7,78.44,10.48,431.06,80.9,75,12.59,236,601.11,257,199.72,68.97,69.05,72.63,13.94,232.23,75.9,60.2,9.02,186,421.16,200,184.83,78,77.9,333.67,13.53,240.52,69.6,65.1,105.9,70.1,80
2019-03-06 11:06:15,3.18,16.95,23.86,11.54,200,963,247,1267.96,72.1,71.7,77.22,10.52,422.1,80.9,75,12.59,236,601.11,257,217.05,68.98,69.07,72.63,13.87,228.48,75.8,60.2,9.02,186,421.16,200,195.1,78,77.9,340.84,13.71,240.5,69.6,65.1,106.3,70.2,80
2019-03-06 11:06:16,3.18,16.95,23.86,11.54,200,963,247,1258.81,72.1,71.7,77.76,10.45,430.58,80.9,75,12.59,236,601.11,257,209.38,68.97,69.06,73,13.9,226.93,76.1,60.3,9.02,186,421.16,200,215.14,78,77.9,342.17,13.81,240.52,69.6,65.1,106.3,69.8,80
2019-03-06 11:06:17,3.2,16.95,23.86,11.54,200,963,247,1260.09,72.1,71.6,77.36,10.52,424.41,80.9,75,12.59,236,601.11,257,212.13,68.98,69.06,72.94,13.86,230.63,75.9,60.3,9.02,186,421.16,200,194.41,78,77.9,340.13,13.78,240.53,69.6,65.1,106.3,70.2,80.1
2019-03-06 11:06:18,3.2,16.95,23.86,11.54,200,963,247,1296.54,72.1,71.6,78.03,10.45,428.72,80.9,75,12.59,236,601.11,257,215.87,68.97,69.05,72.5,13.86,231.87,76.1,60.3,9.02,186,421.16,200,186,78,77.9,339.01,13.69,240.51,69.6,65.1,106.1,69.5,80.1
2019-03-06 11:06:19,3.2,16.95,23.86,11.54,200,963,247,1291.87,72.1,71.6,78.44,10.52,425.92,80.9,75,12.59,236,601.11,257,176.42,68.98,69.07,72.44,13.91,226.23,75.9,60.4,9.02,186,421.16,200,216.81,78,77.9,346.57,13.83,240.51,69.6,65.1,106.1,70.1,80.1
2019-03-06 11:06:20,3.2,16.95,23.86,11.54,200,963,247,1262.22,72.1,71.6,77.63,10.48,435.21,80.9,75,12.59,236,601.11,257,185.25,68.95,69.04,72.69,13.92,225.42,75.9,60.4,9.02,186,421.16,200,192.34,78,77.9,356.39,13.67,240.54,69.6,65.1,106.1,70,80.1
2019-03-06 11:06:21,3.19,16.95,23.86,11.54,200,963,247,1258.9,72.1,71.6,77.09,10.55,425.63,80.9,75,12.59,236,601.11,257,206.33,69.02,69.11,72.94,13.92,229.67,76.1,60.4,9.02,186,421.16,200,201.92,78,77.9,341.66,13.63,240.5,69.6,65.1,105.9,69.5,80.1
2019-03-06 11:06:22,3.19,16.95,23.86,11.54,200,963,247,1261.13,72.1,71.5,76.55,10.52,421.28,80.9,75,12.59,236,601.11,257,186.52,68.99,69.06,72.69,13.9,231.37,75.9,60.4,9.02,186,421.16,200,185.57,78,77.9,335.12,13.55,240.53,69.6,65.1,105.9,70.2,80.1
2019-03-06 11:06:23,3.19,16.95,23.86,11.54,200,963,247,1264.06,72.1,71.5,76.15,10.52,426.66,80.8,75,12.59,236,601.11,257,195.42,68.97,69.06,72.19,13.86,227.85,76,60.4,9.02,186,421.16,200,209.42,78,77.9,336.83,13.73,240.18,69.6,65.1,105.9,69.9,80.1
2019-03-06 11:06:24,3.22,16.95,23.86,11.54,200,963,247,1291.29,72.1,71.5,77.49,10.45,427.56,80.8,75,12.59,236,601.11,257,206.69,68.96,69.06,72.44,13.93,227.05,76,60.3,9.02,186,421.16,200,174.26,78,77.9,340.6,13.45,240.44,69.6,65.1,105.9,70.2,80.1
2019-03-06 11:06:25,3.22,16.95,23.86,11.54,200,963,247,1281.92,72.1,71.5,77.76,10.45,428.04,80.8,75,12.59,236,601.11,257,208.16,68.99,69.09,72.56,13.91,228.15,76,60.3,9.02,186,421.16,200,198.4,78,77.9,338.92,13.7,240.54,69.7,65.1,105.9,69.7,80.1
2019-03-06 11:06:26,3.2,16.95,23.86,11.54,200,963,247,1253.01,72.1,71.5,77.09,10.52,423.05,80.8,75,12.59,236,601.11,257,198.54,68.99,69.08,72.88,13.89,231.32,76,60.2,9.02,186,421.16,200,202.93,78,77.9,340.68,13.61,239.79,69.6,65.1,105.9,69.6,80.1
2019-03-06 11:06:27,3.2,16.95,23.86,11.54,200,963,247,1262.13,72.1,71.5,76.69,10.48,431.33,80.8,75,12.59,236,601.11,257,205.12,68.99,69.09,72.44,13.93,231.72,76.1,60.2,9.02,186,421.16,200,196.37,78,77.9,342.72,13.63,240.51,69.7,65.1,106,69.8,80.1
2019-03-06 11:06:28,3.15,16.95,23.86,11.54,200,963,247,1254.96,72.1,71.4,76.01,10.52,422.06,80.8,75,12.59,236,601.11,257,196.75,68.95,69.06,72.38,13.85,229.15,75.9,60.1,9.02,186,421.16,200,202.37,78,77.9,334.17,13.61,240.41,69.7,65.1,106,69.7,80.1
2019-03-06 11:06:29,3.15,16.95,23.86,11.54,200,963,247,1257.35,72.1,71.4,77.22,10.45,427.47,80.8,75,12.59,236,601.11,257,208.98,68.97,69.07,72.56,13.91,227.63,76.1,60.1,9.02,186,421.16,200,226.97,78,77.9,338.78,13.63,240.49,69.7,65.1,106,70.3,80.1
2019-03-06 11:06:30,3.2,16.95,23.86,11.54,200,963,247,1263.75,72.1,71.4,78.17,10.48,426.68,80.8,75,12.59,236,601.11,257,216.97,68.95,69.08,72.69,13.93,230.63,75.9,60,9.02,186,421.16,200,208.83,78,77.9,342.43,13.64,240.1,69.7,65.1,106.1,70.1,80
2019-03-06 11:06:31,3.2,16.95,23.86,11.54,200,963,247,1253.47,72.1,71.4,77.22,10.52,432.99,80.8,75,12.59,236,601.11,257,198.8,69.02,69.09,72.69,13.93,231.67,75.9,59.9,9.02,186,421.16,200,199.24,78,77.9,340.86,13.54,239.95,69.7,65.1,106.1,70.2,80
2019-03-06 11:06:32,3.14,16.95,23.86,11.54,200,963,247,1268.54,72.1,71.4,76.55,10.52,423.1,80.8,75,12.59,236,601.11,257,198.59,68.99,69.05,72.56,13.9,227.63,76.1,59.9,9.02,186,421.16,200,229.17,78,77.9,341.24,13.57,239.83,69.7,65.1,106.1,69.6,80
2019-03-06 11:06:33,3.14,16.95,23.86,11.54,200,963,247,1254.24,72.1,71.4,76.82,10.45,427.45,80.8,75,12.59,236,601.11,257,214.84,68.98,69.08,72.69,13.92,225.55,75.9,59.8,9.02,186,421.16,200,205.69,78,77.9,338.85,13.69,239.72,69.7,65.2,105.2,69.7,80
2019-03-06 11:06:34,3.17,16.95,23.86,11.54,200,963,247,1269.14,72.1,71.4,76.55,10.48,425.61,80.8,75,12.59,236,601.11,257,220.02,68.97,69.04,72.81,13.87,230.18,76.1,59.7,9.02,186,421.16,200,205.95,78,77.9,344.62,13.63,239.75,69.7,65.2,105.2,70.5,80
2019-03-06 11:06:35,3.17,16.95,23.86,11.54,200,963,247,1253.41,72.1,71.4,78.17,10.45,428.26,80.8,75,12.59,236,601.11,257,201.92,68.95,69.07,72.44,13.91,231.75,75.9,59.7,9.02,186,421.16,200,219.27,78,77.9,345.37,13.71,239.76,69.7,65.2,105.2,70,80
2019-03-06 11:06:36,3.17,16.95,23.86,11.54,200,963,247,1276.27,72.1,71.3,78.17,10.48,426.71,80.8,75,12.59,236,601.11,257,198.69,69.01,69.09,72.5,13.94,226.28,75.9,59.7,9.02,186,421.16,200,202.81,78,78,337.29,13.79,239.99,69.7,65.2,105.6,70.4,80
2019-03-06 11:06:37,3.17,16.95,23.86,11.54,200,963,247,1265.75,72.1,71.3,77.63,10.52,435.97,80.8,75,12.59,236,601.11,257,214.57,68.99,69.07,72.81,13.91,225.32,76.1,59.7,9.02,186,421.16,200,220.66,78,78,335.73,13.78,239.74,69.7,65.2,105.6,70.4,80
2019-03-06 11:06:38,3.17,16.95,23.86,11.54,200,963,247,1262.38,72.1,71.3,77.22,10.52,428.17,80.8,75,12.59,236,601.11,257,201.16,68.97,69.06,73.13,13.9,229.18,76,59.6,9.02,186,421.16,200,211.24,78,78,338.33,13.76,239.75,69.7,65.2,105.6,70,80
2019-03-06 11:06:39,3.17,16.95,23.86,11.54,200,963,247,1262.61,72.1,71.3,77.09,10.52,421.31,80.8,75,12.59,236,601.11,257,202.31,68.95,69.05,72.94,13.91,231.15,76,59.6,9.02,186,421.16,200,204.76,78,78,342.92,13.55,240.32,69.7,65.2,105.1,69.8,80
2019-03-06 11:06:40,3.17,16.95,23.86,11.54,200,963,247,1272.04,72.1,71.3,76.42,10.52,427.5,80.8,75,12.59,236,601.11,257,191.52,69.01,69.06,72.38,13.86,231.18,76,59.6,9.02,186,421.16,200,186.47,78,78,344.12,13.65,240.51,69.7,65.2,105.1,69.8,80
2019-03-06 11:06:41,3.2,16.95,23.86,11.54,200,963,247,1264.28,72.1,71.3,77.9,10.45,428.22,80.8,75,12.59,236,601.11,257,200.25,68.99,69.08,72.69,13.9,229.18,76,59.6,9.02,186,421.16,200,211.29,78,78,336.16,13.85,240.19,69.7,65.2,105.1,70.1,80
2019-03-06 11:06:42,3.2,16.95,23.86,11.54,200,963,247,1262.54,72.1,71.3,77.63,10.48,430.06,80.8,75,12.59,236,601.11,257,204.14,68.95,69.03,72.88,13.9,228.27,76,59.6,9.02,186,421.16,200,202.11,78,78,334.41,13.8,240.53,69.7,65.2,105.6,70.4,80
2019-03-06 11:06:43,3.22,16.95,23.86,11.54,200,963,247,1259.45,72.1,71.3,76.82,10.52,423.63,80.8,75,12.59,236,601.11,257,205.91,69.01,69.08,72.94,13.86,231,76.1,59.7,9.02,186,421.16,200,199.05,78,78,331.45,13.71,239.75,69.7,65.2,105.6,70.3,80
2019-03-06 11:06:44,3.22,16.95,23.86,11.54,200,963,247,1266.97,72.1,71.3,76.96,10.48,431.79,80.8,75,12.59,236,601.11,257,199.72,68.99,69.07,72.56,13.89,232.08,76,59.7,9.02,186,421.16,200,200.45,78,78,345.73,13.56,240.42,69.7,65.2,105.6,70.2,80
2019-03-06 11:06:45,3.11,16.95,23.86,11.54,200,963,247,1267.27,72.1,71.3,76.42,10.52,423.55,80.8,75,12.59,236,601.11,257,215.43,68.99,69.06,72.44,13.87,228.55,76.1,59.8,9.02,186,421.16,200,215.08,78,78,345.74,13.71,239.82,69.7,65.2,105.1,70.2,80
2019-03-06 11:06:46,3.11,16.95,23.86,11.54,200,963,247,1267.34,72.1,71.3,77.76,10.48,428.51,80.8,75,12.59,236,601.11,257,217.48,69.01,69.08,72.94,13.86,226.77,76.1,59.8,9.02,186,421.16,200,175.8,78,78,349.64,13.48,239.94,69.7,65.1,105.1,70.3,80
2019-03-06 11:06:47,3.19,16.95,23.86,11.54,200,963,247,1270.34,72.1,71.3,78.17,10.45,428.24,80.8,75,12.59,236,601.11,257,212.81,68.99,69.05,72.81,13.94,230.58,75.9,59.9,9.02,186,421.16,200,208,78,78,342.5,13.66,240.49,69.7,65.1,105.1,70,80
2019-03-06 11:06:48,3.19,16.95,23.86,11.54,200,963,247,1267.15,72.1,71.3,77.63,10.52,435.18,80.8,75,12.59,236,601.11,257,204.66,68.96,69.06,72.75,13.93,231.45,76.1,60,9.02,186,421.16,200,190.28,78,78,340.83,13.72,239.71,69.7,65.1,105.6,70.3,80
2019-03-06 11:06:49,3.18,16.95,23.86,11.54,200,963,247,1274.15,72.1,71.3,76.15,10.55,424.71,80.7,75,12.59,236,601.11,257,205.5,68.97,69.07,72.44,13.87,225.85,75.9,60.1,9.02,186,421.16,200,225.36,78,78,339.03,13.67,240.49,69.7,65.1,105.6,69.8,80
2019-03-06 11:06:50,3.18,16.95,23.86,11.54,200,963,247,1259.35,72.1,71.3,76.42,10.52,428.23,80.7,75,12.59,236,601.11,257,200.32,69,69.09,72.31,13.84,224.8,76.1,60.1,9.02,186,421.16,200,219.18,78,78,341.96,13.64,239.75,69.7,65.1,105.6,70,80
2019-03-06 11:06:51,3.16,16.95,23.86,11.54,200,963,247,1261.18,72.1,71.3,76.01,10.52,426.7,80.7,75,12.59,236,601.11,257,207.21,69.01,69.12,72.69,13.92,229.57,75.9,60.2,9.02,186,421.16,200,189.78,78,78,345.93,13.7,239.94,69.7,65.1,105.5,70.1,80
2019-03-06 11:06:52,3.16,16.95,23.86,11.54,200,963,247,1247.9,72.1,71.3,77.76,10.48,429,80.7,75,12.59,236,601.11,257,215.67,68.96,69.08,72.63,13.91,231.1,76,60.2,9.02,186,421.16,200,187.21,78,78,340.39,13.61,240.5,69.7,65.1,105.5,69.8,80
2019-03-06 11:06:53,3.18,16.95,23.86,11.54,200,963,247,1277.48,72.1,71.3,77.9,10.52,427.5,80.7,75,12.59,236,601.11,257,200.54,68.97,69.01,72.63,13.92,226.77,76.1,60.3,9.02,186,421.16,200,223.99,78,78.1,347.81,13.8,239.73,69.7,65.1,105.5,70.8,80
2019-03-06 11:06:54,3.18,16.95,23.86,11.54,200,963,247,1261.4,72.1,71.3,77.36,10.52,436.38,80.7,75,12.59,236,601.11,257,212.27,68.98,69.09,72.81,13.93,225.9,76,60.3,9.02,186,421.16,200,195,78,78.1,335.29,13.81,240.44,69.7,65.1,105.5,70.3,80
2019-03-06 11:06:55,3.17,16.95,23.86,11.54,200,963,247,1257.1,72.1,71.3,77.22,10.48,429.01,80.7,75,12.59,236,601.11,257,209.04,68.99,69.06,72.69,13.9,228.05,76.1,60.3,9.02,186,421.16,200,187.53,78,78.1,337.73,13.84,240.5,69.7,65.1,105.5,70.7,80
2019-03-06 11:06:56,3.17,16.95,23.86,11.54,200,963,247,1270.24,72.1,71.3,77.22,10.48,421.32,80.7,75,12.59,236,601.11,257,181.45,68.99,69.06,72.69,13.94,231.28,76,60.4,9.02,186,421.16,200,200.32,78,78.1,339.55,13.72,239.94,69.7,65.1,105.5,70.4,80
2019-03-06 11:06:57,3.17,16.95,23.86,11.54,200,963,247,1263.4,72.1,71.3,77.09,10.48,428.19,80.7,75,12.59,236,601.11,257,170.27,69,69.09,72.19,13.94,231.78,76.1,60.4,9.02,186,421.16,200,199.77,78,78.1,349.35,13.58,240.53,69.8,65.1,105.9,70.4,80
2019-03-06 11:06:58,3.15,16.95,23.86,11.54,200,963,247,1253.15,72.1,71.4,78.17,10.52,428.98,80.7,75,12.59,236,601.11,257,216.76,69,69.09,72.63,13.91,229.35,76,60.4,9.02,186,421.16,200,196.48,78,78.1,347.85,13.74,240.13,69.8,65.1,105.9,70.5,80
2019-03-06 11:06:59,3.15,16.95,23.86,11.54,200,963,247,1267.08,72.1,71.4,78.17,10.55,431.35,80.7,75,12.59,236,601.11,257,179.08,68.98,69.04,72.88,13.87,227.33,76.1,60.4,9.02,186,421.16,200,213.65,78,78.1,337,13.71,240.53,69.8,65.1,105.9,70.4,80
2019-03-06 11:07:00,3.2,16.95,23.86,11.54,200,963,247,1272.13,72.1,71.4,76.69,10.48,424.39,80.7,75,12.59,236,601.11,257,191.03,69,69.08,72.94,13.92,230.75,76,60.4,9.02,186,421.16,200,226.96,78,78.1,344.33,13.74,239.73,69.8,65.1,105.6,70.6,80
2019-03-06 11:07:01,3.2,16.95,23.86,11.54,200,963,247,1271.25,72.1,71.4,77.22,10.52,432.65,80.7,75,12.59,236,601.11,257,199.53,68.97,69.07,72.63,13.95,231.8,76.2,60.4,9.02,186,421.16,200,185.72,78,78.1,339.82,13.65,240.04,69.8,65.1,105.6,70.3,80
2019-03-06 11:07:02,3.17,16.95,23.86,11.54,200,963,247,1267.4,72.1,71.4,76.55,10.45,424.36,80.7,75,12.59,236,601.11,257,212.97,68.99,69.06,72.44,13.89,228.05,76.2,60.3,9.02,186,421.16,200,203.49,78,78.1,337.32,13.53,240.58,69.8,65.1,105.6,69.9,80
2019-03-06 11:07:03,3.17,16.95,23.86,11.54,200,963,247,1266.45,72.1,71.4,77.76,10.52,429.79,80.7,75,12.59,236,601.11,257,192.45,68.97,69.07,72.88,13.87,225.8,76,60.3,9.02,186,421.16,200,204.7,78,78.1,342.6,13.67,240.19,69.8,65.1,105.8,70,80
2019-03-06 11:07:04,3.19,16.95,23.86,11.54,200,963,247,1275.63,72.1,71.4,78.03,10.48,429.01,80.7,75,12.59,236,601.11,257,214.37,68.98,69.08,72.94,13.93,230.37,76.2,60.2,9.02,186,421.16,200,195.29,78,78.1,343.14,13.8,240.44,69.8,65.1,105.8,70.2,80
2019-03-06 11:07:05,3.19,16.95,23.86,11.54,200,963,247,1274.43,72.1,71.4,77.76,10.55,435.93,80.7,75,12.59,236,601.11,257,180.49,68.99,69.01,72.75,13.86,231.53,76,60.2,9.02,186,421.16,200,182.8,78,78.1,340.15,13.67,240.11,69.8,65.1,105.8,70.2,80
2019-03-06 11:07:06,3.19,16.95,23.86,11.54,200,963,247,1272.02,72.1,71.4,76.55,10.48,425.12,80.7,75,12.59,236,601.11,257,179.98,69,69.06,72.56,13.91,226.2,76.1,60.1,9.02,186,421.16,200,208.91,78,78.1,337.74,13.59,239.88,69.8,65.1,105.2,70.2,80
2019-03-06 11:07:07,3.19,16.95,23.86,11.54,200,963,247,1266.89,72.1,71.5,76.42,10.48,428.7,80.7,75,12.59,236,601.11,257,214.09,68.97,69.06,72.5,13.86,225.2,76.1,60.1,9.02,186,421.16,200,201.06,78,78.2,339.22,13.72,240.53,69.8,65.1,105.2,70.3,80
2019-03-06 11:07:08,3.2,16.95,23.86,11.54,200,963,247,1273.08,72.1,71.5,76.42,10.45,427.33,80.7,75,12.59,236,601.11,257,200.2,69,69.08,73,13.93,229.28,76,60,9.02,186,421.16,200,195.82,78,78.2,339.29,13.59,239.75,69.8,65.1,105.2,70.5,80
2019-03-06 11:07:09,3.2,16.95,23.86,11.54,200,963,247,1269.75,72.1,71.5,77.9,10.52,429.81,80.7,75,12.59,236,601.11,257,214.64,68.98,69.08,72.75,13.91,230.85,76,59.9,9.02,186,421.16,200,200.19,78,78.2,346.95,13.63,240.42,69.8,65.1,105.6,70.4,80
2019-03-06 11:07:10,3.2,16.95,23.86,11.54,200,963,247,1272.27,72.1,71.5,78.03,10.52,427.73,80.7,75,12.59,236,601.11,257,202.96,68.96,69.06,72.56,13.86,229.27,76.1,59.9,9.02,186,421.16,200,191.98,78,78.2,350.1,13.74,240.26,69.8,65.1,105.6,70.6,80
2019-03-06 11:07:11,3.18,16.95,23.86,11.54,200,963,247,1273.33,72.1,71.5,76.96,10.52,435.97,80.7,75,12.59,236,601.11,257,209.96,68.98,69.09,72.75,13.92,228.92,76,59.8,9.02,186,421.16,200,191.03,78,78.2,336.49,13.7,239.77,69.8,65.1,105.6,70.2,80
2019-03-06 11:07:12,3.18,16.95,23.86,11.54,200,963,247,1259.49,72.1,71.5,76.55,10.48,429.81,80.7,75,12.59,236,601.11,257,204.75,68.97,69.06,72.75,13.89,227.98,76.1,59.8,9.02,186,421.16,200,200.08,78,78.1,340.32,13.66,240.52,69.8,65.1,105.9,70.5,80
2019-03-06 11:07:13,3.16,16.95,23.86,11.54,200,963,247,1275.02,72.1,71.6,76.42,10.48,422.85,80.7,75,12.59,236,601.11,257,200.73,68.99,69.08,72.88,13.94,230.85,76.2,59.7,9.02,186,421.16,200,200.35,78,78.1,335.38,13.74,239.71,69.8,65,105.9,69.8,80
2019-03-06 11:07:14,3.16,16.95,23.86,11.54,200,963,247,1272.11,72.1,71.6,76.55,10.48,429.04,80.7,75,12.59,236,601.11,257,180.06,68.99,69.06,72.56,13.89,232,76,59.7,9.02,186,421.16,200,203.61,78,78.1,342.55,13.57,240.26,69.8,65,105.9,70.8,80
2019-03-06 11:07:15,3.21,16.95,23.86,11.54,200,963,247,1281.73,72.1,71.6,77.9,10.45,429.81,80.7,75,12.59,236,601.11,257,209.5,68.97,69.09,72.81,13.87,228.58,76.2,59.7,9.02,186,421.16,200,204.53,78,78.1,337.62,13.63,240.31,69.8,65,105.4,71.1,80
2019-03-06 11:07:16,3.21,16.95,23.86,11.54,200,963,247,1256.57,72.1,71.6,78.57,10.55,431.34,80.7,75,12.59,236,601.11,257,200.68,68.98,69.06,73.06,13.92,226.88,76,59.6,9.02,186,421.16,200,203.5,78,78.1,336.5,13.67,239.81,69.8,65,105.4,70.6,80
2019-03-06 11:07:17,3.2,16.95,23.86,11.54,200,963,247,1259.06,72.1,71.6,77.36,10.52,424.92,80.7,75,12.59,236,601.11,257,192.04,68.99,69.07,72.81,13.91,230.62,76.2,59.6,9.02,186,421.16,200,208.79,78,78,332.99,13.82,240.14,69.8,65,105.4,70.6,80
2019-03-06 11:07:18,3.2,16.95,23.86,11.54,200,963,247,1254.42,72.1,71.6,77.36,10.52,433.66,80.7,75,12.59,236,601.11,257,200.37,69,69.1,72.69,13.89,231.93,76.2,59.6,9.02,186,421.16,200,204.02,78,78,331.4,13.79,239.77,69.8,65,105.7,70.6,80
